,photo_url,captions,hashtags,interest
379,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51185873_315430762510545_3832788308246506636_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=2jVicNmJ_Z8AX_8M2rW&oh=e7477f4f573ac528f55e39e753f716cf&oe=5F0375AA,Sharing a shake is the ultimate way of showing you care. : @homewithedith,[],industry
380,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51899641_580644292400418_8581733975592541832_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=eJso5R9GMnAAX_t-XD2&oh=f265bba73a44fb67dbb6322a146b8aee&oe=5F032AFC,Burgerlicious : @vinnygagliani,[],industry
381,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/51858288_1275295159285096_5961226469230126071_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=nnlPQOE_ImUAX_nrlhe&oh=a07006c71ded963084721a21e7a953f7&oe=5F0396FC,"Looking for that cool, chocolatey treat to get you into the spring-season mood? Freddys has just what you need, our Mint n Oreo Concrete. Now available for a limited time at participating locations. : @lafayettefoodjunkie",[],industry
382,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51594043_617186878731036_8801489446805262048_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=cL-1e7ekvrwAX-h0YpV&oh=2d21b8fc42550dde6c0a6f78a0b002ef&oe=5F023A65,Which do you eat first: the burger or the fries? Comment or ! : @thisgirlhereblog,[],industry
383,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51798120_309601889740622_3969144968865238723_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=1oQEW8OEzJ0AX8sVkIU&oh=4a13bbf1b65e92067140f41c91b647af&oe=5F02D11A,Swipe for a surprise : @fka.prince,[],industry
384,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/52708807_203851153908000_407359848683657675_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=NX4Rnl0jYAgAX8LnTEp&oh=352ebf12c5a954487c4cb60dc5ff0567&oe=5F036302,calls for a chili cheese dog : @thisgirlhereblog,['NationalChiliDay'],industry
385,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/52364716_566950430468032_4777774049545334535_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=Ve_TgBNIQk4AX_bokLE&oh=6d4ea69f4ccf08748ae3483234e1e3e2&oe=5F03F67C,A mood. : @brandeybailey,[],industry
386,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/51719608_650043365433207_6362582595192215817_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=cqkrUET2WLcAX_kdKSI&oh=9a3670bb7ce77ea509e1cbd319402404&oe=5F02A123,: @beck.cassie,"['baconcheeseburger', 'love']",industry
387,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51558920_2078329338911551_4874801290018004936_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=EOwUruw_73QAX_EUjjF&oh=e9bf25da4b2d81ea72163ee5558afb8f&oe=5F0317D1,"Happy 94th Birthday, Freddy! Celebrate with us by enjoying 94 custard",['happybdayfreddy'],industry
388,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/52029402_1029752287229885_2612144517266444034_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ov7mRE2CbCkAX96AqNe&oh=3b3b051f3383ffe37fb9217c9d53926f&oe=5F014142,Double tap if you need this in your life right now. : @eat901,[],industry
389,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51206377_369702520478240_1596137344748673904_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=nSbewuf5YB4AX8E1ZPV&oh=725baf8ac59f71d7863ab9cad98f1942&oe=5F0278B8,"There is still time! Now thru Sunday, enjoy 94 cent custard cones and dishes at participating Freddys locations. Valid only thru 2/24/19. Visit http://freddysusa.com/birthday for more details : @tamlesphoto",['happybdayfreddy'],industry
390,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/52188250_2495485550479009_6269563451163508020_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=TQ-OL6sDMFMAX_vlgk7&oh=3804fdb333fcec4c663e72c92bf89337&oe=5F02A069,"Hi, yes, Ill take one of each side.",[],industry
391,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51713854_354255111836507_1470017717939931388_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=HMYcy11jhVEAX8eEPbV&oh=016f4ff5a393f06f134a19ca809bd021&oe=5F00DECC,The best kind of sandwich is the cookie kind of sandwich : @foodgalal,['ilovefreddys'],industry
392,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/50759145_905897419742308_7661014924099245923_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=qab1ZOr4X6gAX-ZC0KJ&oh=492454f021780d6235c55809b1c28af9&oe=5F041071,The taste that brings you back,[],industry
393,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/51576627_370820050404743_2249466881668589652_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=Ff2-edPa0-UAX-eKCqW&oh=706181926330626a18d0673bda4a7650&oe=5F0367EB,Treat yourself to a 94 single scoop frozen custard cone or dish this week! Offer valid until 2/24/19 : @ruth.jimenez.nutrition,['HappyBDayFreddy'],industry
394,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51128830_132156667830607_4282351011887954285_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=0W_YmsDY4voAX_XCGz_&oh=0a6bc0adc4a7b141ece96a425ac71506&oe=5F0348A6,The most important meal of the day is the one you eat at Freddys. : @taco_bout_someyummyfood,[],industry
395,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51576623_2387525951290220_7320611520774641346_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=VJCnDrkbiUEAX_ErnQq&oh=57409fe77a3c6c5457cd1f65ef66c9c0&oe=5F01A6C4,Sundae? Pretty please with sprinkles on top! : @courtneyrose_95,[],industry
396,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/50748518_181997899430869_3071434091411413839_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=e5zMRRbuD8MAX9_QEsc&oh=6a1550cb42b8c546a352b7d69ff2afe6&oe=5F026292,TGIF! : @drockeats,[],industry
397,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/51193706_305273916856514_3683027124407983092_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=KeVf2hfG05IAX_hvDUt&oh=af82db66fe23c5261e9a0253937660b2&oe=5F02FCD6,Love is in the Freddy's air : @heartlikewildflowers,['ValentinesDay'],industry
398,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51193716_2382535231977988_2757544616423864606_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=jydppUtKOg4AX-S2rUI&oh=8cee438c0a2e4a827774db7c2956b893&oe=5F01C84C,THIS. This is how you do Valentines Day.,[],industry
399,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51933400_2109952749227195_8931295693380426348_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=cmxOOUo4Y6cAX81oLMi&oh=3fad9bebdba1579e3491b7c5194c4f7f&oe=5F014CBE,Allll the heart eyes for frozen custard : @missjessicabellexo,[],industry
400,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/51163633_146188986323518_774998289187698040_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=ibfU86TiAL0AX9Aimet&oh=e9035b42d2a647715773e4d7a544ec59&oe=5F03C0AE,Lettuce get this week started : @ketocollection,['lettucewrap'],industry
401,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/50952125_1951703898469574_2024516175227478407_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=svpBS82MDdMAX8Zhs4n&oh=8be5b4c49606ac7abdcbb66ff951fffb&oe=5F030574,Warning: Freddy's may cause extreme joy! : @partyof2_plus3,[],industry
402,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/50501359_2562212934005332_6761897911608470867_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=pxxjad72an0AX_6cLjV&oh=4d5a493eaeb1738e68d1024c81e307a8&oe=5F0284FF,When hunger hits : @jmblya,"['ilovefreddys', 'freddysworthit', 'pattymelt']",industry
403,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/50555381_103125830732607_8528602004603870000_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=tHQWnkjsFeMAX8-i2mR&oh=41203b1696b43ccd4ddcd5a48cf54748&oe=5F00D16F,"Double the concretes, double the happiness! : @califoodcraves",[],industry
404,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/50049765_114163646346191_5940354844507102643_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=lSLtm8QIu1sAX9FDZl0&oh=96e5ddbe3d09cf90e40899343d60267d&oe=5F02729C,Lunch time is the best time : @donutsanddumplings,[],industry
405,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/50310332_1971077863009671_7864857238953290696_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=raOFvIGInhYAX_ImGVU&oh=6b8eaa1d8b4c6c50c3e3137c6ddc490d&oe=5F010D3C,Sundae on a Tuesday : @uyenneaats,[],industry
406,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/50119015_149092556086534_4316084340607360417_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=lDDpqJDEXusAX-TH5yU&oh=4376e4442d3bc1f4206e736e7e190e70&oe=5F01379B,Need need need need need : @randynakajima,[],industry
407,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/50805327_1079432122266741_6611530930758038772_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=3NSWTw449HYAX9EN409&oh=238275fd7814b54970a4fc8ae78a647b&oe=5F0340AF,chocolate & vanilla custard + hot fudge + cookie dough + chocolate chips : @apoorvajennifergill,['RecipeForSuccess'],industry
408,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e15/50124782_871308463262443_7488383729716135120_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Y9kLGV2MNOgAX9Jj2ic&oh=9974bfa5b87cd1baa954f8a34c917986&oe=5F00BB3D,: @lil_despotacos,[],industry
409,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/50606732_2156784771055236_5795924814275367134_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=m5-B4v1X2WsAX_YC4z1&oh=aec23581501537b2d463745b7dce0ed4&oe=5F0183B1,Dessert & good company : @sweetmelissa.photo,[],industry
410,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/51018467_137164517307671_4493514417455175147_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=8pBsaDkzgZIAX9qaQcb&oh=a3e586cb5dabc9dde3b029647501690f&oe=5F009776,BRB gotta run to Freddys. : @inandoutofvegas,[],industry
411,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/50273053_2488886757850707_5840490049440269000_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Qwg1GvsynQoAX-flMNs&oh=80485acaedce19057c06e26d0c6fc6f8&oe=5F02D8B2,YUM : @yum_forthe_tum,[],industry
412,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/51042743_2298734237076997_135004134990262179_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=mx-p5BRafbYAX_FUfXb&oh=1962ce668fa52ce0c2962d57b3d7a204&oe=5F021276,Starting the week off right : @ketziah_azriel,['ilovefreddys'],industry
413,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/49848979_238419757091940_5374542855693531862_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=isWsbe1YQf0AX9Yyuem&oh=0660d4b4de02273c4528140508db741c&oe=5F03C88E,Me & mini-me : @sweetsjaylee,[],industry
414,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/50255323_2083878921692239_6577046891520740431_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=zpF_fdUTEIUAX_AUhQj&oh=94a2ce7fa7ab46ab38dda107f565a76f&oe=5F01C515,"You like my meal? Gee thanks, just bought it. : @_edgartov",[],industry
415,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/49373730_299463954099570_8953976600308064664_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=1r9XEOXLcf4AX8t_Yhp&oh=5ed2714b6c34583337c0f957b3e37660&oe=5F013224,"""Is this all for ME!?"" : @niki_burr",[],industry
416,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/49664400_204456130427363_8637320880036556221_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=watsvJcTrfoAX8iPPek&oh=1525c7b5eb6c1180ad0f83d5fdb692dd&oe=5F02F275,A1 Chop House. Now this is how you Available for a limited time at participating locations. : @ashley_lynn87xo,"['steakburger', 'LTO']",industry
417,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/50091422_2257229087853191_7666245219338607354_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=GXIgizmQ72QAX_J89r9&oh=a30582c94f69f63683d32731b96f1b13&oe=5F042BB5,After lunch treat : @frostydollarz,[],industry
418,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/49335088_2283854058607507_3675464912482885603_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=mCE84SP6xCkAX-l7JLj&oh=e69d628056cdaf3ac6ca1de41fccf086&oe=5F03AA8A,"Imagine if this was your dinner... Good news, it could be! : @aznhypergirl",[],industry
419,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e15/49847801_139905460344729_6195396521730989314_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=k5JqeF9PheoAX9D9WvH&oh=1025c5105a6e71bedb64e3a93becfd94&oe=5F03B7AC,That look you give your frozen custard : @Firelady8 & @AKFilming,[],industry
420,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/50088379_2156784917712679_6550635027946078451_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=dsA8bIzViM8AX_EMBoQ&oh=1f7964a2b55b6b9713049deeac3b4b70&oe=5F012F38,++= : brookshire.fc,[],industry
421,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/49547421_348123222448197_3363460998521669605_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=SiwuuyyuLOEAX-zZISH&oh=4367f28df8fb8b62856aaa2947307fd8&oe=5F00FEC8,Don't forget the on top! : @brianna_the_real_mvp,[],industry
422,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e15/49907170_317764562193851_9141199713374698624_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=SsJcbQwUP44AX_qeZrR&oh=b6a228d3a63ddddcfb82c11cd4149ae6&oe=5F03E75E,There's enough deliciousness for everyone : @soulfullsisters,['ilovefreddys'],industry
423,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/50517941_783869335300053_154777669148107882_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=83w2ireDndwAX_J9l6F&oh=bf007d964ad152f86f4b0a6a192064cf&oe=5F02C02B,"Sure, it might be winter out, but its never too cold for custard : @tchereats",['ilovefreddys'],industry
424,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/47692002_1417007378435408_7114159410184355484_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=HtGd83Y3ZicAX-S7mr8&oh=ccf56c523afb104c731623ab8897e90b&oe=5F02B35A,Hunger called. You answered. : @amandasince1993,[],industry
425,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/47692527_819747565034658_3546780081469961467_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=epwFRCd61_UAX-JU_pz&oh=65df07214dfa24ab1ea36e1257ccde65&oe=5F01A2D6,Freddy's mood. : @allicmiller,[],industry
426,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/49956622_572686569862179_2169662266453616008_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=uKwTdSd_s0EAX8VNUJF&oh=f93bed20787d3dd136be5d6a44a69168&oe=5F01F17D,"Food so perfect, you'll want to take a picture : @the.platinum.life",['chilicheesedog'],industry
427,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/47584960_793615737645776_7628341580167630499_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=KbZI5JY4h3kAX_O-BSR&oh=5770c19ea1c9b667a5fc9c688f7f8c66&oe=5F026EBF,Perfection : @thecupcakecowgirl,[],industry
428,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/47693127_2627987920545701_798416128598152209_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=8JBcJqfLRRUAX8_reRK&oh=a2f7f1df53199f97329069d6e03c41d4&oe=5F00A209,Sometimes you just need some fries : @afreshley_,['ilovefreddys'],industry
429,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/47692766_354963948418166_1191701165686820577_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=rWBJ6R2XbaMAX8H2R-j&oh=a0c6be53d066d75dd2a8847ee724b848&oe=5F01B379,Treat yo' self : @uwyopedology,"['dirtnworms', 'ilovefreddys']",industry
430,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/47690103_363719180850284_3364964618871178900_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Hd51hUFSl2UAX8WW5Ef&oh=d6346cf6d3b8b3cff423eefb13871df0&oe=5F0400B2,New low-carb diet for the New Year? Try any sandwich as a Lettuce Wrap! : @ketocollection,[],industry
431,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/49457240_470635433464820_3548842954872451745_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=WZ244yYLVcsAX9cDA0I&oh=b6ba26498d7ac7f6725debe8cc135649&oe=5F02291D,Dogs are man's best friend for a reason - they like frozen custard! : @elmer_the_basset,[],industry
432,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/47353236_226880284757823_7102481672690143477_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=eU6w0DR6e-0AX89DwwE&oh=ed11e9925f70e123e34a8002733a0dfe&oe=5F020750,These are a few of our favorite things : @foodgalal,[],industry
433,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/47583993_361446927974668_688592225748715301_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=PkpmSPfbI5kAX_g75iC&oh=11f4e552bebfe1c84d2dca9a8e7ce8a2&oe=5F00FA7A,The Cookie Butter Concrete is a magical treat Available for a limited time at participating locations. : @alittlemoore,[],industry
434,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/49933473_751952728510232_8787639109559194767_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=YT0j7I7U7NgAX_1I4Ap&oh=a01f65868208ad1d66a0588fe9b84fcc&oe=5F033C33,Its spicy and its chicken and its a sandwich and its so delicious! : @gobull813,[],industry
435,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/46553822_2468615586487838_6342796561367147511_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=pizxShaY1XsAX9vBxg9&oh=524ae5158b8a56fed4d3cdc56c846a19&oe=5F005174,"PBC&B? Yes, please! : @sandra.driver",[],industry
436,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e15/47582381_588204341630235_2999602470739784068_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=UrtPQRUYYsIAX8A1VPN&oh=4db4eb829d468130427f39e7f55419a1&oe=5F00521F,New Year's resolution? Eat more Freddy's. : @foodblogbyolivia,[],industry
437,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/47358407_274114676586870_6531384489844461095_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=bPO5YQOSPZYAX_ukX6q&oh=c9168c924e55bdad60d45591a065c671&oe=5F03D13B,Favorite time? Custard time! : @lindiholden,[],industry
438,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/47190493_373512846528396_5989578485450816456_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=s-_HTP69uCYAX83Uny_&oh=dfc8e2184365f7afb5060818372df8ac&oe=5F00F8AA,A twist on a Windy City fave : @seeeuno_o,"['freddysstyle', 'chicagodog']",industry
439,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/47267445_361866947925570_2670764665390565320_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=mQKiyst44cgAX8CeszB&oh=ca87ac9d46d793886aebf67ce153ae75&oe=5F038522,T.G.I.F. - Thank goodness it's Freddy's! : @cass1752,[],industry
440,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/47294375_1679542229011453_6338004431439650149_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=uPc5OH3zWS4AX8pFWg-&oh=7fbbed82a1668d0b9e41c9000e152a62&oe=5F009BDF,A1? More like in our hearts. And tastebuds Available for a limited time at participating Freddys locations. : @jdescareno,"['ChopHouseSteakburger', '1', 'LTO']",industry
441,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/47582247_1047865158708110_1378132850758424672_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=S8FuCvzpyZoAX-1sOXD&oh=b4f020ed9a952e4cc8ab3c4f71f9be81&oe=5F03A349,Freddy's dates are good for the soul. : @nanishavelle,[],industry
442,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/47137610_218198559069234_6244786805064125598_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=GCVdNkmtUooAX97G7Iq&oh=9385ed81bc0bdd572bdb9584be126310&oe=5F027227,All roads lead to Freddy's for the holidays : foodie_tuesdee_s.a via Instagram,[],industry
443,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/46677671_2266523470037988_6221494657372300916_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=POKrW18DN9gAX8CCWNf&oh=466e058e2d54c88ffc48dcaf4c62a3de&oe=5F023920,Let's get to the bottom of this. : @focusedbyb,[],industry
444,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/46413972_1019689074881084_8711899705272035999_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=UEhISFoKBsIAX_tSTGw&oh=12896a6ee5a1d7f17da928b023a20654&oe=5F00E062,Can't beat this view : @hitsofhunger,[],industry
445,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/47402336_321689438668889_3040086933155490075_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=rDd1loIVv6EAX_AJw23&oh=ba906c9c539434d9869611fa705913e7&oe=5F03F59E,Life is good with Freddy's in both hands : @malloryxtaylor,['ilovefreddys'],industry
446,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/47693169_266569717347154_6795710297910915086_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=vkxYtR8M4okAX_KWsz4&oh=e9068a63625a054839a515c9c304d24c&oe=5F024CD3,All the praise hands for this combo : @walterthesavage,[],industry
